Question,Answer
why wont my apps fuccin download or update,Apps are important and we want you to get back to enjoying them. Which model do you have? Is iOS 11.1 installed on it?
I did. No response.,We're here to help! Send us a DM with your email address so we can follow up.
wtf is this.. every time I try to use the app it gives me this crap,Here to help! Send us a note via  so our team can connect.
your app and website still dont work,We have followed up via DM.
hi just for a ride and it seemed to think I wanted to go to my original location. I canceled trip but want to see about being credited,Here to help! Send us a note via  so our team can assist.
"I already dm y'all about 30 mins ago, check it out it is long and detailed.",We're currently reviewing your email and will be in touch shortly. We appreciate your patience!
Bruh can someone at   get back to me on my Dms,Here to help! Send us a note via  so our team can connect.
. My driver broke down. Any tips on getting a refund?,We're sorry to hear this was your experience. Send us a note via  so we can assist.
i do not see we're the trid if is listed on the app.. i sent in a few message,Please DM us with your account email address and phone number so we can look into this.
worst most unprofessional driver ever !! asked for extra fee when he showed up ! yelling at me cause uber don't pay for his 30k car???,Sorry to hear this was your experience! Please send us a note at  so we can connect right away.
are complaints taken seriously? Do you take customer complaints seriously or just pay it lip service???,"Hi there, I've replied to your DM about this. Apologies - Josh"
"Honestly, I dont care that much. You should just know that all 6 sausages ended up in the bin","Hi Rhys, thanks for letting us know. I've log this feed back anonymously. Thanks, James."
"thought youd like to know: these sausages I purchased from you taste awful. Ruined my sausage and mash dinner, I just had mash!",Finally could you please send me the bottom most row of digits from your receipt. - Nick 3/3
"thought youd like to know: these sausages I purchased from you taste awful. Ruined my sausage and mash dinner, I just had mash!","Hi Rhys, I'm really sorry you've not had a stellar time with our Mor range, I'd like to get an internal log of this 1/3"
"thought youd like to know: these sausages I purchased from you taste awful. Ruined my sausage and mash dinner, I just had mash!","To do so could you please send me your name, address and postcode? I'll also need the barcode and supplier code (SC1234) from the box 2/3"
You've lost me as a customer,"I am sorry to hear that Polly, however we would not offer a gesture for complaints of this nature. TY - Chris"
"I am a regular customer and spend at least 50 a week with you, so pretty poor apology. Feel like shopping somewhere else","The most appropriate action to take, is to ensure this is addressed with the colleague concerned. TY - Chris 2/2"
"I am a regular customer and spend at least 50 a week with you, so pretty poor apology. Feel like shopping somewhere else","Hi Polly, thank you for getting back to us, I have to be honest, giving a gesture is not going to resolve the issues. 1/2"
id tell Paul to wash his mouth out with soap. cheers,"Are you able to send us your name, address &amp; email by DM please &amp; we will get back to you shortly - Mike 2/2"
id tell Paul to wash his mouth out with soap. cheers,Hi Polly thanks for getting in touch :) I am sorry for the poor behaviour of your driver &amp; I would like to address him for what he said 1/2
I'm On Flight DL4047 to CLE. There is a man in 3A who is moaning in pain and sweating. He's not well.,Thank you. Please reach out to the Flight Attendants for assistance.  *TMT
Dear cute flight attendant . Im board...just sayin,Oh! Thanks for noticing!  *TMT
Yes. And isnt diverted?!,Great! Please let us know if we can assist.  *HRO
hi. Any news why DL1262 diverted to AUS and DL1738 to SMF? Thanks,I am showing DL 1262 is from LAS JFK?  *HRO
hi. Any news why DL1262 diverted to AUS and DL1738 to SMF? Thanks,Oh ok.  Thanks for checking with us and we are here for you.  *HRO
hi. Any news why DL1262 diverted to AUS and DL1738 to SMF? Thanks,Oh no! One moment as I take a look.  *HRO
I sent you guys a DM about a story! Thanks in advance for any help you can provide.,Please follow this link for your request. Thank you.   *TMT
Bummer! I promised them some info and in my hurry to get to my next flight forgot to leave my business card,So sorry to disappoint. :-( *TAC
"I was on flight 2222 LAX to ATL at 645am I'm trying to forward a message to one of the FAs, are you able to assist?","Hey there, unfortunately, we are not able to assist with this request.  *TLT"
"I love the sky lounge access. Thank you. Imagine if they had a ""dark or more dim room"" to relax. That's next level!!","Enjoy, have a great week.  *TBT"
Flights are what they are already. Just frustrated. I got this Amex but no real perks. Wondering when the perks actually happen.,"We appreciate your feedback, Jenna and thank you for sharing your concerns.  *ABN"
Can I get the 35$ refunded for the seat cost I never got?,Please use the link to provide your confirmation #. *ABN
just dont know what I gotta do to not be treated like crap. Apparently spending thousands on your Amex isnt cutting it.,"Hi, Jenna. I apologize for your seating issue. Pls DM your conf # if I may assist, *AAB"
booked a code share Korean Air flight on  where can I find my confirmation # or ticket # for the KE portion?,Id be delighted to assist. Please follow and DM your confirmation number.  *AFC
I have submitted complain against over charging but still not response from uber support!!!!,Here to help! Please DM (direct message) us your email address so we can follow up. Thanks!
"Desktop app still not working, but I got to see the cool thing (Easter egg) so Im ecstatic!","Hmm, let's see. Could you confirm the exact Spotify version of your desktop app? /KB"
1.0.65.320.gac7a8e02,"Thanks! It's not ideal, but a clean reinstall of the app should help out:  Let us know how it plays out /KB"
"using a MacBook Pro with OS X El Capitan and the latest Spotify update, and an iPhone 6S with the latest software/Spotify updates!","Got it! Could you try streaming one of our 15 Stranger Things playlists, then switch to the Now Playing screen? /KB"
Why are my devices not doing the cool thing when I play the #StrangerThings albums on ?,Hey Jacklynn! The cavalry's here. Could you tell us the device/OS you're using? We'll see what we can suggest /KB
"Made In Germany, Du Bist Gut, Cover Me and 20 Jahre (this one mostly). Because these are missing, a few compilations have greyed out tracks","2: Spotify content here:  If you have anything else in mind, we're just a tweet away /RH"
"Made In Germany, Du Bist Gut, Cover Me and 20 Jahre (this one mostly). Because these are missing, a few compilations have greyed out tracks","1: Thanks! Looks like those albums are currently unavailable. Fingers crossed we'll be able to have them soon, but there's info about..."
"why are Nena's releases between 2002 and 2012 all missing, yet everything else from 1982 - 2017 is there? #sadness #emptyplaylist",Hi Liam! Could you let us know the tracks/albums you're looking for? We'll take a look /RH
"cancels #BA228  D. C. - LHR on 3 Nov, but refuses to give a free upgrade for inconvenience caused. Sad. #LuxuryTravel","accept our apologies. We need to be fair to everyone who has unfortunately, also been disrupted 2/2. ^Oliver"
"cancels #BA228  D. C. - LHR on 3 Nov, but refuses to give a free upgrade for inconvenience caused. Sad. #LuxuryTravel","We apologise for the inconvenience we've caused Ragnar. We wish we could offer upgrades for this. However, we're unable to. Please 1/2"
"Find this terrifying. Hard to use self check out kiosks, grateful  &amp;  let me go human recently.",ask if you wish for any help or questions. We're here 24/7 and will respond as quickly as we can 2/2. ^Oliver
"Find this terrifying. Hard to use self check out kiosks, grateful  &amp;  let me go human recently.",We know that it can be difficult Andrew. We here to support you and make check in feel as human as possible. Please don't hesitate to 1/2
"She's been trying to do that, that's the point! You should be contacting her as she can't get through to you via phone or email","Hi Stephen, follow and DM us more info along with your mum's contact details. ^Helen"
Can you please contact __email__ and can give you further details please,Is your mother able to contact us directly? ^Davina 2/2
Can you please contact __email__ and can give you further details please,Hi Stephen. For security please remove the email address from the public feed. Were unable to contact passengers by email. 1/2
call centre has the  worst customer serivce ever. keep you on hold for endless hours without an apology. Mum is not happy!,We're disappointed to hear this Stephen. Is there something you would like our assistance with? ^Kit
Obvious PSA:  is evil. Thanks for tuning in!,"Hello, I'm sorry to see that you fee this way and I'm happy to help! Can you please DM the full address? ~AT"
Neither SD or HD for NBC or ABC can be seen. An error message says 03059. Rebooting didnt help.,"My apologies about that, please send us a Direct Message  so we can look into that for you. -DP"
Is this a trick? No NBC WPTV or ABC WPBF in PSL  this afternoon! Why these 2 channels?,"Hello, I will be happy to help you. Please DM so we can further assist you, thank you. -DP"
like lucky im home but what the fuck,"Hello, let me look into that for you. Please DM your account information so we can research this further, thank you. -DP"
I just opened an account with xfinity and needed the modem. Will it be shipped to my house or do I have to pick it up?,"Hello, thanks for reaching out about your new service concerns and I'm happy to help. Can you please DM the full address? ~AT"
"I've called 5 times, no resolution, bill for a house i don't live in still remains, and you all give me the run around to cancel my account","I promise we don't you to feel that way. Please, DM me the information requested above so I can help you with this.-JC"
It's interesting how with every natural disaster you try to find a way to screw over those who are already the worst off,Hello there! I would like to take a look into your billing issues for you! Can you please send a DM with your fir...
PAY ATTENTION TO ME,and the phone number associated with your account so I can look into this issue further. Thanks! -KW
PAY ATTENTION TO ME,"Hi, I'll be happy to check on the status of your internet services. Please send a DM with your full name, address,"
's wifi makes Amtrak's wifi look pro. At least theirs is free.   has decent wifi @ reasonable prices. Why not AA?,We never want your experience to be anything less than perfect. We're sorry the Wi-Fi was slower than expected.
"Wonderful club!  (@ American Airlines Admirals Club in San Francisco, CA)","Thanks for the shout-out and for stopping by, Marc! We'll pass this on to our SFO Admirals Club managers."
"already did...changed browsers, did all my techie tricks and still can't make a reservation after 1 hour!!",They'll be more than happy to walk you through it and help with the booking process.
........still....on....hold.....they made the booking. I am trying to pay.....so #frustrating.,We're sorry for the long wait. The next available agent will be with you as soon as possible.
well now i am told the ticket cost is an additional $200/person to pay....because of the wait....omg,Fares sell in real time. We're sorry we weren't able to snag the lower fare for you.
finally booked and they honored lower fare....that was still available on line,We're glad our Reservations team was able to help.
Trying to book a flight on  and an error comes up: System having trouble. Anyone else having problem?,We're sorry for any difficulties that you've experienced. Please contact our Web Technical Support folks at 800-222-2377.
Well how much does that help me now?,We're sorry for your frustration. Any damage must be assessed in person within 24 hours of arrival by airport personnel.
I was long gone from the airport by then,An airport agent will be happy to take a look at your bag to assist with a claim but damage must be assessed in person.
No I was not able to,"Our team will need to assess the damage in person, please see an agent for assistance."
Look what  did to my bag.,We always want to take care of your bags. We're you able to file a claim with our Baggage team?
Big thx 2  4 guacamole and margs of thx while the  lounge upgrades are underway #nomnom,We're happy when you're happy! That sure does look delicious.
Whos looking in your window at night,:o Creepy! Happy Halloween! *ArynH
Finally free of the  chains here I come cricket,"We don't want things to come to that point, please DM if there's anything we can help with. *JohnWard"
John why I am having so much trouble coming back,"Please meet me back in DM, we'll discuss this further. *ZachRicketts"
Thanks!,I've got your DM and will reply shortly. Welcome back! *ZachRicketts
I send DM over to you guys Cassy or Jason were helping me,Thank you so much for the DM. We'll be responding in kind shortly for you!  *MikeRice
So you  know! been trying to chat but your team is asking for a pin or password I dont have. Making me feel like you dont want me back,"We absolutely want you back and we will find a solution today. We see your DM, we will be responding  *JeromyBingham"
Dont get why they are asking for my password,"I've sent you a DM with some information, let's get this fixed.  *JeromyBingham"
I made a mistake a big dumb mistake. I ported my lines to another service. Less then month ago. I miss T-Mobile. Can I come back and have my formal plan please? Should I talk to  team? Because customer service told me I cant go to my formal plan.,We'd love to see you back on the UnCarrier. DM us and we'll chat reunion options:  *DanKing
when is the 600mhz coming online in #seattle??,"Hey, Kashif! Shoot me a DM here  and we'll check out when we're going to #lightitup! *KrystnYogi"
once again you are being slow,Let's dig deeper! Please DM so we can find out what's happening there. *JohnWard
Creative! Like it!!,We love your contest entrees!  #HappyHalloween *PatrickUllmann
Thank you  for the advice to make the connection. After a long long day it is appreciated #topwork,Happy the team could help  ^CB
"great airline. No fees to check bags, free drinks and snacks on board. And complimentary Halloween sweets! Great stuff guys","We aim to make travel easy as possible and we appreciate the shoutout, Daniel! We can't wait to see you at 35k again soon. ^TL"
"Found it!! But doesn't seem to work, can you check if funds are available?",You can check out what's available here:  ^SL
I have two vouchers but can't seem to track down my confirmation numbers. Anyway to look them up? Thanks!,"Hey, Jennifer. You have two travel funds, correct? Unfortunately, we don't track travel funds. Do you possibly have the emails? ^SL"
Youd be my first choice! If only money fell in the same category as skys the limit .,We understand and hope you can snag a great deal soon! ^SL
Ive never been on an airplane. #bucketlist,"The sky is the limit, Kelli! We hope to be the first to welcome you onboard. Check out all the places to go:  ^SL"
I loved how your employees embraced the day &amp; made fun!  Glad you like the pic. It's my thank you to you all so enjoy!,Halloween is a big deal here at Southwest and we love being a part of the festivities. We're glad to hear you had fun with us today! ^TL
Me time in the sky...,"What a relaxing view, Susan! Thanks for sharing the great shot and we hope you enjoy the ride with us today. ^TL"
"Bummer, might have to watch my back on Nov. 13 too for Sadie Hawkins day on the airline of LUV. #funnyholidays","I can't make any promises, but if you ask nicely maybe a Flight Attendant will put your drink on our tab! ^MK"
Unlucky not to be flying on  today and have to wait until Nov. 8th. Would have been nice to have had a free drink on flight.,"Maybe next year? We can't wait to welcome you onboard, Matthew! We hope you have a wonderful flight. ^MK"
"Hey  your app has had a loading error for the two weeks, thought Id let you know Ive been paying for aggravation rather than tv","Oh no! Does the error pop up at app launch or playback? What device is in use? For now, please try:"
"Yes,  same message: error playing this video, iPhone 7","Please try uninstalling/reinstalling our iPhone app. If no change, contact us via phone/chat here:"
"I'm getting an error when I try to play episodes. Can you help, please?",Still having trouble? Which device are you using? What error are you seeing? We want to help! 1st try:
when will the other 2 major networks stream live on Hulu live?,"We do currently offer a 4 networks in many areas, but this will vary by ZIP. We can share the interest in the Durham-area."
done please check,"Hi, Singh. Please send us a DM with your account email address and phone number so we can locate your account. Thanks for your patience."
kya khassi support hai yaar . i am an uber rider not driver. they are telling me to take docs to nearby uber office for verification and all i was asked was to update my cellphone number,Happy to further assist you. Can you please send us a DM with your email address and additional details so we can follow up?
Yes I do. You want me to dm you or just write it on the comments???,Yes dm please.
I havent received no type of new besides my Oder is pending for day.,"Hello, do you have an order number we can check for you?"
"On behalf of all college students, thank you","Oh behalf of Chipotle, thank YOU! -Becky"
"customer service ! 4 different people said they have no idea how to help, the two people who actually have tried did it wrong",Good afternoon. This is distressing. Send me a DM so I can see what happened.
chk ur latest bill. I paid for note 8 shipping w/debit when ordered. Latest bill shows ship charge. This happened to other friends.,"Hey :)! Let's look into this, DM us. -CS"
"Youre a bunch of crooks, you dont care about happy customers, yall just want money, save me the BS",Hey Tiffany! I'd like to work with you on your issues. Can you shoot us a DM for us to have a little chat? -ResolutionSup DC
"Youre a bunch of crooks, you dont care about happy customers, yall just want money, save me the BS",send us a DM so we can address your concerns. Sprint cares! -Resolution Sup JJ
"Youre a bunch of crooks, you dont care about happy customers, yall just want money, save me the BS","Hi, your issues was brought to my attention. I would like to assist you. Send us a DM. -ResolutionSup SR"
"Youre a bunch of crooks, you dont care about happy customers, yall just want money, save me the BS","Please allow us the opportunity to turn this experience around for you. Please send us a DM, so that we can further assist you. -JD"
is honestly trash,This is concerning. What makes you feel this way? What seems to be the issue? We'll be happy to assist. -JD
. one of your sales reps called me an asshole on the phone! Unbelievable.,I do apologize that happened. I will be happy to help out and assist. Do you mind talking to me through DM? -JP
"After contacting you concerning deactivation of my account, it was reactivated but after 48 hrs, ,it has been been deactivated. Please help",Hello! Thanks for your patience. Please check your DM ( direct messages) for our reply.
"Very disappointing,  to say the least, and unacceptable in my own home.  I'm still shocked.",I'm very sorry to hear that Desiree. This is never a way we'd like to treat any of our valued customers. Please l...
I've never had a rude cable guy before until forced to switch to   the people on the phone were rude and now this dude?,My apologies for any frustrations or poor service youve experienced Desiree. Is there anything I may be able to help with? ^AP .
"When u wait 10 mins in cold for  &amp; driver goes to the wrong address, cancels &amp; ur next request goes up $15 bc if rush hr, u get",We are sorry to hear about this experience. Please DM us your phone number so we can look into this!
"Why does  sucker you in with s promise that a driver is 1 minute away, then it becomes 6? Is this a Systems problem or fraud?",Hey there! We'd like to look into this. Please DM us the phone number on your account so we can assist you further.
We will be back Friday for lunch,Friday will be here before you know it. -Becky
The Wild Thing heard there was a $3 special at  4  Halloween &amp; couldnt pass it up   He hopes Chipotle will sponsor his team,Thanks for stopping by! -Becky
I know you guys are busy but dont undercook brown rice,That shouldn't be happening. Which location did you visit? I'd like to follow up. -Becky
"Chx burrito bowl all the works, bring on the GUAC!!!",Mmmmm  well played. -Becky
I'm geekin for sum  rightnow,Welcome to my life. What's your usual order? -Becky
Nothing says Halloween like $3  burritos and  tacos,What a great looking crew! We appreciate you coming in. -Becky
5th year of getting a boorito! SpoOoOoOky,"High five, my friend! -Becky"
No worries.  I got my four burrito bowls without issue. Lucky me. We beat the lines!,"Success! Well played, my friend. -Becky"
No online orders today?  Really  ?  .,"It's our annual Boorito promotion, and we turn it off for the night. My apologies for any frustration. -Becky"
do you also support ubereats singapore? im reaching out here bec the support there is useless. any chance you could help?,We're here to help! Send us a DM with your email address and more details so we can follow up.
what is this in my food??,That's very troubling. Please write to us so we can investigate:  -Becky
Idk what  puts in their salad dressing but holy fack it's delicious #drinkitpouritgottahaveit,I'm right there with you. Here's the full ingredient statement:  -Becky
Shoutout to the best burritos around! Thanks   for the $3 burrito! You the best!,"And see  we think you're pretty great, too. Thanks for stopping by! -Becky"
WHAT THE HECK?!,We turned off online ordering tonight for our Boorito promo. My apologies for any frustration. -Becky
Im a undercover boss. Thank you for the $3 .,"Well played, my friend. -Becky"
I love you,And we love you right back! -Becky
My baby,Your baby looks beautiful. -Becky
"Was gonna say Im ready for a job at , but my rolling skills suck.","Practice, my friend  it takes practice. I have faith in you! -Becky"
got his boorito,Success! -Becky
Happy Halloween! I broke out my KO cosplay today for  and  and totally not because of  . Not at all.,We appreciate you stopping by! -Becky
Barbacoa w da guac,Mmmmm  nicely done. -Becky
Best part of today are these $3 burritos,Truth. What's your go-to order? -Becky
but do I absolutely have to be in a costume for a $3 #boorito ?!!!,Those are the rules. I wouldn't risk it. -Becky
Your app seems to be down,We turned off online ordering tonight for our Boorito promo. My apologies for any frustration. -Becky
enjoying our $3 #booritos from  #HappyHalloween #boo,Thanks for stopping by! -Becky
Adult trick-or-treating for me is going to as many  as I can find for #Booritos,"I like your style, my friend. -Becky"
BOORITO TIME!,We look forward to seeing you! -Becky
Yes hungry rutgers student,I'm so sorry about that. Please tell us more here:  -Becky
Bruh  u really just made me pay full price for my burrito I'm tight,Did you come dressed in costume? -Tara
"U guys make it really hard to give feedback. Called the store, no answer. Can't send msg on FB. What are my options?",I'm so sorry about that. Please provide more details here:  -Becky
gave me food poisoning and Ive never been more heartbroken in my life,That's incredibly concerning. Please tell us more here:  -Becky
Forgot to get my receipt at . There goes a chance at burritos for a year. Ugh.,Hopefully there will be more receipts to come. -Becky
"Heck yes I went to  and got a $3 boo-rito bowl for wearing my minion outfit today. Well worth it (also I was far from alone, everyone wore costumes and wanted their costume chippy )",I love it! Thanks so much for stopping by. -Becky
Banking.,Put 0's in front of the number you have. ^RMD
"trying to sign up for autopay, your site tells me my checking account # must be min 12 characters. Mine is 9. So???",Please verify if this is referring your Verizon account number and not your banking? ^JAY
Im standing in front of it,Press and hold the alarm silence / ONT reboot button for 30 seconds. ^ACM
Ok. Now what?,Reboot your router nd thn cable boxes and let us know if the issue clears please. ^RMD
Didnt work. Channels come up in guide (always have) by tv freezes when changing to anything under 523.,Is your router up and working? ^JAY
Yes it is.,Click the link to get started.  ^JAY
Problem has been consistently happening for about a month,Do you know where your ONT is located? The backup battery system address. ^JAY
Ive lost my network channels and other channels are glitchy. Need help!,"We are here to help, is this happening on all your TV's or a specific one? ^ACM"
Same problem on both boxes,Have you made any recent changes to your package? ^NHP
Im on the phone with your tech now looks like Ill be another day without internet,We understand. ^JAY
I have been without internet for two days and yall gonna tell me to wait til tomorrow,"Are you back home now? If so, we would be glad to troubleshoot. Feel free to return to our chat. ^HSB"
Whenever i go to play my game it says im on my old psn account which i deleted of my system. Ive used that account like once before,Thanks for the info. Make sure your PSN account has its own local user:
What do you mean by local user,Please find more information in the following article:
why is this happening to me and only me?,"Hello there. We are unable to see the file you sent us, please provide us more details"
Thankx,You are welcome! Feel free to contact us for assistance in the future.
"after playing for  a hour, my network on ps4 just drops to 67.9kbps.then I can't play any games(cod black ops3).pls help",Hi There! Please power cycle your network devices and try again:
Cre que lo haba hecho. Ahora les vuelvo a escribir por privado.,Muchas gracias. Por favor revisa tus mensajes directos.
he platinado Horizon Zero Dawn el 1/7/2017 y no he recibido el tema exclusivo va mail. podran revisarlo? ID:Rezequiel.,Hola Ezequiel! Por favor siguenos en Twitter para poder brindarte asistencia por mensajes directos.
"Hi! Having issue with an old account, no idea what the login/email is for it but I know the ID","Hi there, Please check your DM's for further instructions."
"Pero un cobro con la misma informacin me lo tomo, un minuto despus ya no. No es la info de la tarjeta, es un problema del store",Por favor siguenos para poder enviarte ms instrucciones va mensaje directo.
"Si, que la informacin de la tarjeta es incorrecta, asociada a PayPal, y una de las compras la hice sin problemas, un minuto antes.",Revisa el siguiemte enlace para problemas al introducir la informacin de cobro:
buenas tardes. Intento comprar por play store y me rechaza las compras,Hola!Podria decirnos si recibe un codigo de error o algun mensaje?
me pueden ayudar me robaronmi cuenta de psn,Lemantamos el inconveniente. Por favor revisa tus mensajes directos para asistencia.
is it possible for me to delete my own psn or change the location and currency? Please reply,Hi there. You can create a new account but take in count that the content cannot be transferred from one account to another.
Hey is Shadow Of War remote play? Was thinking of getting a vita but i don't know if I can play my games remotely with it.,"Hi Damian! There is no information to share at the moment, stay tuned to our Blog for updates here:"
"How do I recieve the 2xp and weapon unlock though, is it in my gam ready when I load it up?","Please wait until launch, make sure you are on the main account that purchased and owns the content. ^RK"
"hey, I have pre ordered ww2 on the Xbox store, how will I receive my cod ww2 2xp and weapon unlock??","Hey there, if you pre purchased the game via console store you should be good to go for launch. ^RK"
"Hi, i preordered ww2 on Saturday and i was told i was going to get 1,100 cod points yet i didn't, do i have to wait till friday?","Good afternoon, you'll receive the COD points in WW2 when COD points are made available. ^JP"
Can I use my 3 of a kind on WWII?  plz,Your CoD points are saved to your CoD wallet and will be accessible in all CoD games that use these points. ^CB
When is the update for Black Ops 3?,"Hi there, we do not have any information on this. ^RK"
Help,Hi there! Please reach out to me at this link for assistance. Thank you. ^TV
"Yes, none of it worked. I didn't try the reset because I don't want to reinstall everything. But when i went back to 1703 everything worked",We want to resolve this for you. We suggest you to get in touch with our Answer desk team:
this thread seems to be where a lot of people are saying they're having issues.   no one can pin-point the solution.,"Just to clarify, have your tried following the troubleshooting methods provided by Andre Da Costa on the link you provided?"
Are you trying to help? Because helping would be trying to shut that down. Im not looking for avoiding Im looking for you to deal w/ it.,"Let us guide you to report scams. On the link provided to you. Kindly go to ""How to report tech support scams""."
Please get back to me immediately this is of the upmost importance,Hello! It's our utmost pleasure to help. The best way to avoid phone scam is in this link:
and somehow three artboards worth of brush work disappeared twice out of nowhere while I was working on another artboard,Can you try turning GPU Performance off in your Illustrator preferences? Let us know if that solves the issue. ^Wren
and somehow three artboards worth of brush work disappeared twice out of nowhere while I was working on another artboard,"Let me loop in the expert. It is after hour for the expert, they will respond ASAP back in office again, please excuse the delay.^Raj"
will Lr6 support the Sony a7r3?,"Hi there, it is relatively a new camera and is not supported in Lightroom 6 as of now.   ^Tanuj"
"I can't find the edit filename option on either the cloud, mobile or MAC based version of the new LR CC - it was easy on Classic","Hi there, this feature is not available as of now, please suggest a feature request at:  .  ^Tanuj"
Sorry you misunderstood! Yes using old catalog but imported new A9 files ! Still sllllloooooow,Thanks for the additional information. We're looking into this and will follow up with next steps to try ASAP ^Madison
Sorry you misunderstood! Yes using old catalog but imported new A9 files ! Still sllllloooooow,Did you import the images as Embedded and Sidecar preview option in the import window?   ^Tanuj
Hi apologies for the delay yes it was after migrating to old catalog?,"Hi Paul, could you please import new images from Sony A9 and then see if the previews still take time to generate.  ^Tanuj"
Hi apologies for the delay yes it was after migrating to old catalog?,Thanks for the additional information. We're looking into this and will follow up with next steps ASAP. ^AJ
"Yes all files, Mac, El Capitan","Hi Paul, Are you facing issue after migrating the Lr catalog to Lightroom CC? Or you have added new images? ^MG"
"Yes all files, Mac, El Capitan",We're looping in an expert who can help you out here. They will reply as soon as they're available. ^Raj
Adobe Lightroom is terrible since updating to CC Classic ! Sony A9 file takes 15sec to load full preview .... #lightroomcc,Oh no! It definitely shouldn't be slower- which OS/version are you on? Is this happening with all files? Let us know so we can help ^Madison
Any update for when HDR merge and Panorama stitching are coming to Lightroom CC?,"Hi Patrick, no ETA to be shared as of now, please suggest it as a feature request at:  .   ^Tanuj"
Horrible service from  not concerned for our safety and didnt even listen to our side of the story!,We would like to look into this for you. Please DM your email address and the reservation code. We are standing by. Thank you.
Sorry mean 22:11:41,^JW 2/2
Sorry mean 22:11:41,Doors close 30 seconds before departure to ensure passenger safety. Please see here for the recorded departure time for this service 1/2
The 22.12  train from Clapham Junction to Surbiton left early.  The only train to be early in weeks. Just as annoying.,"Hi Simon, I am sorry to hear this. As far as I can see this service to schedule. ^JW"
hey if someone creates a second account so he/she can play worse people because they have a higher skill and dont want to play those people is that considered cheating??,Hi there! If an account is not following the Code of Conduct here:  1/2 ^JA
The one you guys give in box at purchase,"Gotcha, let's make sure that your controller is up to date  and see if the headset works then. ^JS"
A headset should be a simple plug in and go method right?,Hi there! Mind clarifying for us the make/model of the headset that you are using?  ^JA
hi why are the trains from Manchester Piccadilly to York delayed??,Hi. I can see one train 21 mins late but I currently have no delay info for this service I'm afraid.
saya nak tukar flight sbb reschedule. booking #YIU8NM,"Hi Ijan :) Yes sure, we has respond you via DM, see you there!-Anwar"
I bought it in the Arbroath store last week.,You can take it back to store with proof of purchase and they will have a look at it for you. Marc
my 180 Ring doorbell is constantly down. Seems now that every Ring doorbell and camera on earth is down. Refund required.,"Hi Bernio, Was this purchased in store or home delivered? - Daniel"
So if I buy the individual characters they wont fit?,"Hi Jenni, this has 3 magic point locations that are activated by the figures.- Laurence."
Hi. Am I able to add different characters to this please?,"I'm afraid not, Jenni, this set comes pre-determined -- Mat"
"Fantastic! I don't have a car. Thank you so much, Tom. I hope you have a good shift",You're welcome. Have a good Halloween! - Tom
Do you know how heavy this is? Do you need a car or can I carry it home?,Hi there. It weights just over 15kgs so can be carried. Hope this helps! - Tom
In store. I needed it urgently as I have to produce paperwork for a solicitor on Nov 1st.  So disappointed.,"2/2 alternatively if you would like to return the item to your local store, my colleagues will be happy to help - Paul"
In store. I needed it urgently as I have to produce paperwork for a solicitor on Nov 1st.  So disappointed.,"Hi Tim, the software and drivers can be downloaded here:  the manual can be viewed here:  1/2"
Bought an #HPENVY4527 printer 2day: . Waste of . Instructions/CD Software doesn't work. Drama getting help online. REFUND!,"Hi Tim, Did you purchase this in store or was it for home delivery? - Daniel"
Perth.,"Thank you Stuart, I'll pass this on - Janay"
love the new look cafe in my local store. Delightful veggie cajun burger but no brioche bun! 'Twas only a morning roll!,I'll pass on your feedback. - Kirsty
love the new look cafe in my local store. Delightful veggie cajun burger but no brioche bun! 'Twas only a morning roll!,"Hi Stuart, glad you like the Cafe, sorry about the T- cake, please let me know which store this is and"
"No problem! It's my favourite time of year, and was awesome to see no pumpkin size/shape went to waste! :)",Do share any fun carvings you and the kids do. Hope you have a lovely weekend :~)-Tabby
Another day another Halloween shop..  really stepped up. Love the diverse range of pumpkins! #Halloween #pumpkins #mumlife,Hi Carrie. Thanks for taking the time to share your feedback :~). Glad you like it-Tabby
you guys call this chicken?,We take food quality seriously - Have you had a chance to address with cafe management? They'd be happy to assist you further.
Just got recognized at  as the guy who buys shopping carts full of sports equipment by an employee.  I think I'm here too often!!!,"We disagree, Dylan. We're excited that you're choosing us, for all your sporting needs.  -Sabi"
oh my god you da best walmart,"Ohh, stop it! You're making us blush. -Sabi"
we all know walmart is better in terms of a lot of things so I LOVE WALMART,"We  you too, Angel. Thanks for having our back! -Pia"
"Better one with the ""love"" symbol. Got to dress up at work. Thank you walmart lol","Impressive, the ""love"" symbol looks awesome! Did you draw that?  -Sabi"
It isnt every day you get 3 carts full of blankets  and you become friends with the cashier! #Kindnessmatters #litkids,We love it! Sounds like a double win! New friend Cozy blankets . Thanks for choosing us. -Sabi
Used  #grocerypickup and it's a pretty neat service!,"Yay! We're thrilled to hear you've enjoyed your experience, Randi. -Sabi"
Everybody Ive met at Walmart is so friendly! I love it.,We want you to leave our store with a smile on your face.  -Sabi
The pumpkins will be enjoyed by many families this holiday season who might otherwise not have one. So thank you very much!,You're more than welcome! It makes us very happy to hear that.    -Sabi
Happy Halloween! Look at these pumpkins that were donated to us from the  Distribution Center!,Nothing but the best for the communities! We hope everyone is able to enjoy the pumpkins. Thanks for the shoutout! -Ami
"Shout to the  in Thomaston GA, for actually having gospel music on sale. Bravo, and thanks.","Woot Woot! Thanks for the shout out, Will.  -Sabi"
When I open the GPS map on UberEATS and see that my driver has turned down the wrong street:,Here to help. Send us a note at  so our team can connect.
